date,home_elo,away_elo,h_rest_days,h_avg_xg_for_last_5,h_avg_xg_against_last_5,h_avg_ppda_last_5,h_avg_deep_last_5,h_avg_goals_scored_last_5,h_avg_goals_conceded_last_5,h_avg_points_last_5,h_xg_diff_last_5,a_rest_days,a_avg_xg_for_last_5,a_avg_xg_against_last_5,a_avg_ppda_last_5,a_avg_deep_last_5,a_avg_goals_scored_last_5,a_avg_goals_conceded_last_5,a_avg_points_last_5,a_xg_diff_last_5,elo_diff,rest_days_diff,h2h_home_pts,target_outcome,target_total_2_5,target_home_goals,target_away_goals,league_id_2,league_id_3,league_id_4,league_id_5,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6
2014-08-24 13:30:00,1804.05664062,1447.2199707,7.0,1.01706,1.8531,10.956521739130435,3.0,1.0,0.0,3.0,-0.8360399999999999,7.0,1.90067,1.11757,12.823529411764707,1.0,0.0,1.0,0.0,0.7831000000000001,356.8366699200001,0.0,1.0,2,1,4,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2014-08-24 16:00:00,1645.7800293,1842.00085449,8.0,0.991901,1.68343,13.6875,3.0,2.0,2.0,1.0,-0.691529,8.0,1.16635,0.278076,10.12,8.0,1.0,2.0,0.0,0.888274,-196.2208251899999,0.0,1.0,1,0,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2014-08-24 16:00:00,1697.42797852,1581.01953125,7.0,1.96212,0.4592035,11.875,6.5,2.5,0.5,3.0,1.5029165,7.0,1.097913,1.56323,16.40625,2.5,3.0,2.0,1.5,-0.465317,116.4084472699999,0.0,1.0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2014-08-24 20:00:00,1557.72241211,1670.90429688,8.0,0.8241339999999999,0.692454,10.524166666666666,2.5,1.0,0.5,2.0,0.1316799999999999,7.0,1.334239,2.69526,6.933333333333334,8.5,1.0,3.0,0.0,-1.3610210000000003,-113.1818847699999,1.0,1.0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2014-08-25 20:00:00,1955.96936035,1899.73510742,8.0,1.48053,0.965583,12.909090909090908,9.0,2.0,0.0,3.0,0.5149469999999999,8.0,1.33192,1.55248,11.333333333333334,6.0,2.0,1.0,3.0,-0.2205600000000001,56.23425292999991,0.0,1.0,2,1,3,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2014-08-29 19:00:00,1709.10668945,1687.95874023,4.0,0.673965,1.91721,12.4,4.0,1.0,3.0,0.0,-1.243245,5.0,0.978788,0.399306,6.666666666666667,5.0,1.0,1.0,1.0,0.579482,21.147949219999873,-1.0,1.0,2,0,1,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2014-08-29 19:30:00,1686.15612793,1887.89660645,6.0,0.280777,1.52873,5.739130434782608,2.0,0.0,2.0,0.0,-1.2479529999999999,6.0,0.482324,1.14915,3.3333333333333335,2.0,0.0,2.0,0.0,-0.6668259999999999,-201.74047852000012,0.0,1.0,0,1,2,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2014-08-29 19:30:00,1632.41003418,1536.07714844,6.0,1.042733,1.1361573333333335,5.989264626945786,3.6666666666666665,1.3333333333333333,1.6666666666666667,1.3333333333333333,-0.09342433333333355,6.0,1.123902,1.3293833333333334,12.96759259259259,5.666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,-0.2054813333333334,96.33288573999994,0.0,1.0,2,1,4,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2014-08-29 21:00:00,1808.08581543,1763.72253418,6.0,1.74903,1.17197,10.65,4.0,1.0,1.0,1.0,0.5770600000000001,6.0,1.32107,1.14151,12.071428571428571,4.0,1.0,0.0,3.0,0.17955999999999994,44.36328125,0.0,1.0,2,1,3,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2014-08-30 12:45:00,1603.24230957,1839.55419922,6.0,0.607236,1.5220875,15.851190476190476,5.5,0.5,2.0,0.0,-0.9148515,5.0,1.0539535,0.4722825,10.559999999999999,5.0,1.0,1.5,0.5,0.581671,-236.31188965,1.0,1.0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 14:30:00,1801.90942383,1640.88171387,6.0,1.14915,0.482324,5.8,5.0,2.0,0.0,3.0,0.6668259999999999,7.0,1.75585,1.19453,5.685714285714286,3.0,2.0,2.0,1.0,0.5613199999999998,161.0277099599998,-1.0,1.0,2,1,4,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 14:30:00,1758.59057617,1658.11193848,7.0,1.19842,2.57012,21.85,4.0,1.0,2.0,0.0,-1.3717000000000001,7.0,1.75331,1.38084,10.517241379310345,3.0,1.0,0.0,3.0,0.37246999999999986,100.47863769000014,0.0,1.0,1,1,2,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 14:30:00,1636.32775879,1692.5435791,7.0,1.19453,1.75585,9.869565217391305,5.0,2.0,2.0,1.0,-0.5613199999999998,7.0,1.52873,0.280777,6.588235294117647,6.0,2.0,0.0,3.0,1.2479529999999999,-56.215820310000026,0.0,1.0,1,0,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 14:30:00,1626.3416748,1659.30383301,5.0,0.433199,2.40939,14.5,3.0,1.0,1.0,1.0,-1.976191,7.0,0.522276,0.913337,13.08,4.0,0.0,0.0,1.0,-0.391061,-32.9621582100001,-2.0,1.0,0,0,0,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 14:30:00,1605.79443359,1557.3729248,7.0,0.913337,0.522276,7.068965517241379,2.0,0.0,0.0,1.0,0.391061,6.0,0.35254,1.84123,7.275,5.0,2.0,2.0,1.0,-1.4886899999999998,48.42150878999996,1.0,1.0,0,1,0,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 15:00:00,1668.85253906,1710.96337891,7.0,1.5963349999999998,0.8171715,10.147727272727273,7.5,1.5,1.0,1.5,0.7791634999999998,7.0,1.1091665000000002,0.9988555,9.291666666666668,7.0,0.5,1.0,0.5,0.11031100000000016,-42.11083985000005,0.0,1.0,0,1,1,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 15:00:00,1646.56750488,1611.23132324,7.0,0.8324389999999999,0.9940275,12.081168831168831,6.5,0.0,1.0,0.5,-0.16158850000000002,7.0,0.38771700000000003,1.44684,11.1619644723093,3.5,1.0,2.5,0.0,-1.0591229999999998,35.33618163999995,0.0,1.0,1,1,3,3,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 15:00:00,1964.83288574,1684.20654297,4.0,1.3971399999999998,0.933736,14.954545454545453,10.0,2.5,0.5,3.0,0.4634039999999998,6.0,1.016264,0.8899745,6.957236842105263,8.0,0.5,1.0,0.5,0.12628950000000005,280.62634276999984,-2.0,1.0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 15:00:00,1440.08056641,1651.34082031,6.0,1.48842,1.7532549999999998,14.554621848739496,1.5,0.0,2.5,0.0,-0.2648349999999997,5.0,0.829195,1.3124935,13.200892857142858,3.5,1.5,1.5,1.0,-0.48329849999999996,-211.26025389999995,1.0,1.0,2,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 15:00:00,1690.27502441,1635.71398926,7.0,0.5961455,1.0048405,15.973684210526315,2.0,1.5,0.5,3.0,-0.40869500000000003,7.0,1.1746105,0.8288770000000001,9.163394109396915,4.0,1.0,1.0,1.0,0.3457334999999999,54.56103514999995,0.0,1.0,2,1,3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 16:00:00,1674.75354004,1700.66711426,5.0,1.1678836666666668,2.6596433333333334,7.5626984126984125,6.0,1.0,2.0,1.0,-1.4917596666666666,6.0,1.0910206666666669,0.22229103333333333,6.238379409734908,3.6666666666666665,1.0,0.0,2.3333333333333335,0.8687296333333335,-25.9135742200001,-1.0,1.0,1,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 17:30:00,1790.48242188,2033.41723633,7.0,0.956665,1.17979,6.055555555555555,3.0,1.0,2.0,0.0,-0.2231249999999999,7.0,2.57012,1.19842,9.625,5.0,2.0,1.0,3.0,1.3717000000000001,-242.93481444999998,0.0,1.0,1,0,1,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 17:30:00,1823.08776855,1923.5925293,7.0,0.9737815,1.355925,13.784926470588236,9.0,2.0,2.0,1.0,-0.3821435000000001,7.0,2.079675,0.46101749999999997,10.39298245614035,11.0,2.5,0.5,3.0,1.6186574999999999,-100.50476075000006,0.0,1.0,0,1,3,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 18:00:00,1608.18029785,1761.11889648,4.0,0.37841,0.612645,21.5625,4.0,0.0,2.0,0.0,-0.23423499999999997,5.0,1.91721,0.673965,5.378378378378378,9.0,3.0,1.0,3.0,1.243245,-152.93859863000012,-1.0,1.0,1,0,1,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 18:00:00,1500.0,1732.50427246,7.0,1.14151,1.32107,6.3,5.0,0.0,1.0,0.0,-0.17955999999999994,5.0,0.345435,3.01412,10.5,0.0,0.0,2.0,0.0,-2.668685,-232.50427246000004,2.0,1.0,2,1,3,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 19:00:00,1565.48071289,1500.0,7.0,1.2391896666666666,1.55107,7.44860646599777,5.666666666666667,1.3333333333333333,1.6666666666666667,1.0,-0.3118803333333333,7.0,0.83636,1.1491573333333334,14.347222222222221,2.6666666666666665,0.6666666666666666,3.0,0.3333333333333333,-0.31279733333333337,65.48071288999995,0.0,1.0,2,0,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 19:00:00,1579.45239258,1517.89941406,7.0,0.9983023333333333,1.0675046666666665,20.67752100840336,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,-0.06920233333333325,7.0,0.6963606666666666,1.037515,12.970328282828284,2.3333333333333335,0.3333333333333333,1.0,1.0,-0.34115433333333334,61.5529785199999,0.0,1.0,2,1,4,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 19:00:00,1547.86889648,1580.53662109,5.0,1.4122259999999998,0.740027,11.327939068100358,3.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6721989999999998,7.0,1.3901000000000001,1.1237046666666666,8.5491452991453,3.6666666666666665,1.3333333333333333,0.3333333333333333,2.0,0.26639533333333354,-32.66772460999982,-2.0,1.0,2,0,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 19:00:00,1542.38146973,1582.76647949,7.0,1.1050463333333334,1.2105993333333334,16.5987558987559,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.0,-0.10555300000000001,6.0,0.8535456666666666,1.4304499999999998,14.322115384615385,2.3333333333333335,2.0,1.3333333333333333,1.3333333333333333,-0.5769043333333331,-40.38500976,1.0,1.0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 19:00:00,1482.72229004,1518.75793457,6.0,0.969258,0.9787203333333333,14.445588893864757,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.0,-0.00946233333333335,7.0,1.1751456666666666,2.29565,17.21921470342523,2.0,1.0,2.3333333333333335,0.3333333333333333,-1.1205043333333335,-36.03564453000013,-1.0,1.0,2,1,4,2,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 20:00:00,1975.1385498,1642.03369141,4.0,0.901586,0.357337,10.59375,3.0,0.0,0.0,1.0,0.544249,6.0,0.465398,0.975523,8.791666666666666,4.0,1.0,0.0,3.0,-0.510125,333.1048583899999,-2.0,1.0,2,1,2,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-30 22:00:00,1707.50109863,1846.64953613,7.0,0.399306,0.978788,15.8,4.0,1.0,1.0,1.0,-0.579482,7.0,1.17197,1.74903,9.416666666666666,8.0,1.0,1.0,1.0,-0.5770600000000001,-139.1484375,0.0,1.0,0,1,1,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2014-08-31 13:00:00,1635.8581543,1544.86950684,7.0,1.968758,0.8076136666666667,10.394827586206896,6.0,2.6666666666666665,0.6666666666666666,3.0,1.1611443333333333,7.0,0.9033963333333332,1.1798296666666666,12.64620811287478,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,-0.2764333333333333,90.98864746000004,0.0,1.0,1,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2014-08-31 13:30:00,1626.03295898,1575.47485352,8.0,0.7086494999999999,0.5613315,14.783643892339544,4.0,0.5,0.0,2.0,0.14731799999999995,7.0,0.9938724999999999,1.754915,15.392857142857142,3.5,1.0,0.5,2.0,-0.7610425000000001,50.558105460000206,1.0,1.0,2,1,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
