fixture_id,fixture_referee,fixture_timezone,fixture_date,fixture_timestamp,fixture_periods_first,fixture_periods_second,fixture_venue_id,fixture_venue_name,fixture_venue_city,fixture_status_long,fixture_status_short,fixture_status_elapsed,fixture_status_extra,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,league_standings,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away
1052254,L. Massimi,UTC,2023-08-19T16:30:00+00:00,1692462600,1692462600,1692466200,20109,Stadio Carlo Castellani – Computer Gross Arena,Empoli,Match Finished,FT,90,,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,Regular Season - 1,True,511,Empoli,https://media.api-sports.io/football/teams/511.png,False,504,Verona,https://media.api-sports.io/football/teams/504.png,True,0,1,0,0,0,1,,,,
1052255,M. Marcenaro,UTC,2023-08-19T16:30:00+00:00,1692462600,1692462600,1692466200,904,Stadio Benito Stirpe,Frosinone,Match Finished,FT,90,,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,Regular Season - 1,True,512,Frosinone,https://media.api-sports.io/football/teams/512.png,False,492,Napoli,https://media.api-sports.io/football/teams/492.png,True,1,3,1,2,1,3,,,,
1052256,G. Ayroldi,UTC,2023-08-19T18:45:00+00:00,1692470700,1692470700,1692474300,905,Stadio Comunale Luigi Ferraris,Genova,Match Finished,FT,90,,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,Regular Season - 1,True,495,Genoa,https://media.api-sports.io/football/teams/495.png,False,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,True,1,4,0,3,1,4,,,,
1052257,A. Colombo,UTC,2023-08-19T18:45:00+00:00,1692470700,1692470700,1692474300,907,Stadio Giuseppe Meazza,Milano,Match Finished,FT,90,,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,Regular Season - 1,True,505,Inter,https://media.api-sports.io/football/teams/505.png,True,1579,Monza,https://media.api-sports.io/football/teams/1579.png,False,2,0,1,0,2,0,,,,
1052260,M. Marchetti,UTC,2023-08-20T16:30:00+00:00,1692549000,1692549000,1692552600,935,MAPEI Stadium - Città del Tricolore,Reggio Emilia,Match Finished,FT,90,,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,Regular Season - 1,True,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,False,499,Atalanta,https://media.api-sports.io/football/teams/499.png,True,0,2,0,0,0,2,,,,
1052259,E. Feliciani,UTC,2023-08-20T16:30:00+00:00,1692549000,1692549000,1692552600,910,Stadio Olimpico,Roma,Match Finished,FT,90,,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,Regular Season - 1,True,497,AS Roma,https://media.api-sports.io/football/teams/497.png,,514,Salernitana,https://media.api-sports.io/football/teams/514.png,,2,2,1,1,2,2,,,,
1052262,A. Rapuano,UTC,2023-08-20T18:45:00+00:00,1692557100,1692557100,1692560700,20416,Bluenergy Stadium,Udine,Match Finished,FT,90,,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,Regular Season - 1,True,494,Udinese,https://media.api-sports.io/football/teams/494.png,False,496,Juventus,https://media.api-sports.io/football/teams/496.png,True,0,3,0,3,0,3,,,,
1052258,F. Dionisi,UTC,2023-08-20T18:45:00+00:00,1692557100,1692557100,1692560700,911,Stadio Ettore Giardiniero - Via del Mare,Lecce,Match Finished,FT,90,,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,Regular Season - 1,True,867,Lecce,https://media.api-sports.io/football/teams/867.png,True,487,Lazio,https://media.api-sports.io/football/teams/487.png,False,2,1,0,1,2,1,,,,
1052261,F. Cosso,UTC,2023-08-21T16:30:00+00:00,1692635400,1692635400,1692639000,943,Stadio Olimpico Grande Torino,Torino,Match Finished,FT,90,,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,Regular Season - 1,True,503,Torino,https://media.api-sports.io/football/teams/503.png,,490,Cagliari,https://media.api-sports.io/football/teams/490.png,,0,0,0,0,0,0,,,,
1052253,L. Pairetto,UTC,2023-08-21T18:45:00+00:00,1692643500,1692643500,1692647100,881,Stadio Renato Dall'Ara,Bologna,Match Finished,FT,90,,135,Serie A,Italy,https://media.api-sports.io/football/leagues/135.png,https://media.api-sports.io/flags/it.svg,2023,Regular Season - 1,True,500,Bologna,https://media.api-sports.io/football/teams/500.png,False,489,AC Milan,https://media.api-sports.io/football/teams/489.png,True,0,2,0,2,0,2,,,,
