Date,League_ID,Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Home_Goals_Time,Away_Goals_Time,RefereeName,Outcome,Total_Goals,Exact_Score,Team_Home,Avg_Goals_Scored_Last5_Home,Avg_Goals_Conceded_Last5_Home,Avg_Points_Last5_Home,Avg_Goals_Scored_Home_Last5_Home,Avg_Goals_Scored_Away_Last5_Home,Avg_Goals_Conceded_Home_Last5_Home,Avg_Goals_Conceded_Away_Last5_Home,Avg_Points_Home_Last5_Home,Avg_Points_Away_Last5_Home,Team_Away,Avg_Goals_Scored_Last5_Away,Avg_Goals_Conceded_Last5_Away,Avg_Points_Last5_Away,Avg_Goals_Scored_Home_Last5_Away,Avg_Goals_Scored_Away_Last5_Away,Avg_Goals_Conceded_Home_Last5_Away,Avg_Goals_Conceded_Away_Last5_Away,Avg_Points_Home_Last5_Away,Avg_Points_Away_Last5_Away,Diff_Avg_Goals_Scored_Last5,Diff_Avg_Goals_Scored_Venue_Last5,Diff_Avg_Goals_Conceded_Last5,Diff_Avg_Goals_Conceded_Venue_Last5,Diff_Avg_Points_Last5,Diff_Avg_Points_Venue_Last5,Month,DayOfWeek
2021-09-21 16:30:00,135,2021.0,Bologna FC 1909,Genoa CFC,2.0,2.0,0.0,0.0,Fourneau,D,4.0,2-2,Bologna FC 1909,1.25,2.0,1.75,2.0,0.0,1.0,0.0,3.0,1.0,Genoa CFC,1.25,2.5,0.75,1.0,1.5,2.0,3.0,0.0,1.5,0.0,0.5,-0.5,-2.0,1.0,1.5,9,1
2021-09-21 18:45:00,135,2021.0,ACF Fiorentina,FC Internazionale Milano,1.0,3.0,1.0,0.0,Fabbri,A,4.0,1-3,ACF Fiorentina,1.75,1.5,2.25,2.0,1.5,1.0,2.0,3.0,1.5,FC Internazionale Milano,3.75,1.0,2.5,4.0,2.5,0.0,1.5,3.0,2.0,-2.0,-0.5,0.5,-0.5,-0.25,1.0,9,1
2021-09-21 18:45:00,135,2021.0,Atalanta BC,US Sassuolo Calcio,2.0,1.0,2.0,1.0,Massa,H,3.0,2-1,Atalanta BC,1.0,0.75,1.75,0.5,2.0,1.0,1.0,0.5,3.0,US Sassuolo Calcio,1.0,1.25,1.0,0.0,2.0,0.0,2.0,1.0,1.5,0.0,-1.5,-0.5,-1.0,0.75,-1.0,9,1
2021-09-22 16:30:00,135,2021.0,US Salernitana 1919,Verona,2.0,2.0,1.0,2.0,Irrati,D,4.0,2-2,US Salernitana 1919,0.5,3.0,0.0,0.0,2.0,2.5,3.0,0.0,0.0,Verona,1.5,2.25,0.75,1.5,0.0,3.0,1.0,0.0,0.0,-1.0,0.0,0.75,1.5,-0.75,0.0,9,2
2021-09-22 16:30:00,135,2021.0,Spezia Calcio,Juventus FC,2.0,3.0,1.0,1.0,Aureliano,A,5.0,2-3,Spezia Calcio,1.25,2.5,1.0,0.0,1.5,1.0,4.0,0.0,0.5,Juventus FC,1.0,1.5,0.5,0.0,1.5,1.0,2.0,0.0,0.5,0.25,-1.5,1.0,-1.0,0.5,-0.5,9,2
2021-09-22 18:45:00,135,2021.0,AC Milan,Venezia FC,2.0,0.0,0.0,0.0,Pezzuto,H,2.0,2-0,AC Milan,2.0,0.5,2.5,3.0,1.0,0.5,0.0,3.0,3.0,Venezia FC,0.75,2.0,0.75,1.0,0.6666666666666666,2.0,2.0,0.0,1.0,1.25,2.3333333333333335,-1.5,-1.5,1.75,2.0,9,2
2021-09-22 18:45:00,135,2021.0,Cagliari Calcio,Empoli FC,0.0,2.0,0.0,1.0,Bello,A,2.0,0-2,Cagliari Calcio,1.75,2.75,0.5,2.0,1.0,2.5,4.0,0.5,0.0,Empoli FC,0.75,2.0,0.75,1.0,1.0,2.5,0.0,0.0,3.0,1.0,1.0,0.75,2.5,-0.25,-2.5,9,2
2021-09-23 16:30:00,135,2021.0,Torino FC,SS Lazio,1.0,1.0,0.0,0.0,Abisso,D,2.0,1-1,Torino FC,1.75,1.0,1.5,2.5,1.0,1.0,2.0,1.5,0.0,SS Lazio,2.75,1.5,1.75,6.0,1.5,1.0,1.5,3.0,1.5,-1.0,1.0,-0.5,-0.5,-0.25,0.0,9,3
2021-09-23 16:30:00,135,2021.0,UC Sampdoria,SSC Napoli,0.0,4.0,0.0,2.0,Valeri,A,4.0,0-4,UC Sampdoria,1.25,0.75,1.25,1.0,0.0,1.5,0.0,0.5,1.0,SSC Napoli,2.5,0.5,3.0,2.0,3.0,0.0,0.5,3.0,3.0,-1.25,-2.0,0.25,1.0,-1.75,-2.5,9,3
2021-09-23 18:45:00,135,2021.0,AS Roma,Udinese Calcio,1.0,0.0,1.0,0.0,Rapuano,H,1.0,1-0,AS Roma,2.75,1.25,2.25,2.5,4.0,1.0,0.0,3.0,3.0,Udinese Calcio,1.5,1.5,1.75,2.5,1.0,1.0,0.0,2.0,3.0,1.25,1.5,-0.25,1.0,0.5,0.0,9,3
