id,date,league_id,home_team_id,away_team_id,home_elo,away_elo,h_rest_days,h_avg_xg_for_last_5,h_avg_xg_against_last_5,h_avg_ppda_last_5,h_avg_deep_last_5,h_avg_goals_scored_last_5,h_avg_goals_conceded_last_5,h_avg_points_last_5,h_xg_diff_last_5,a_rest_days,a_avg_xg_for_last_5,a_avg_xg_against_last_5,a_avg_ppda_last_5,a_avg_deep_last_5,a_avg_goals_scored_last_5,a_avg_goals_conceded_last_5,a_avg_points_last_5,a_xg_diff_last_5,elo_diff,rest_days_diff,h2h_home_pts,day_of_week,month,target_outcome,target_total_2_5,target_home_goals,target_away_goals
264,2021-03-04 20:15:00,1,5,14,1916.53820801,1868.26953125,4.0,1.6603360000000003,1.9214778,9.68952380952381,9.8,0.8,2.0,0.6,-0.26114179999999965,4.0,1.839734,0.4962474,7.832208481174,8.2,1.2,0.4,2.2,1.3434865999999999,48.26867676000006,0.0,3.0,3,3,0,0,0,1
6670,2021-03-05 19:30:00,4,85,99,1500.0,1500.0,6.0,0.6809098,2.044656,10.683709466903974,4.6,0.4,2.6,0.4,-1.3637461999999998,5.0,1.1803074,1.130652,11.21120978120978,8.4,1.0,1.2,1.4,0.049655400000000016,0.0,1.0,1.0,4,3,1,0,0,0
2479,2021-03-05 20:00:00,2,39,41,1695.68078613,1776.23376465,6.0,1.0499902799999998,0.8247818,10.627892107892109,3.6,0.8,1.2,1.4,0.22520847999999982,5.0,0.9864602999999998,1.3628107999999997,13.202332569391393,7.4,1.0,1.6,0.6,-0.3763504999999998,-80.55297852000012,1.0,0.0,4,3,2,1,2,1
268,2021-03-06 12:30:00,1,18,4,1716.44042969,1827.83862305,2.0,1.113547,1.3116554,10.797254901960784,5.2,1.0,1.2,1.2,-0.19810839999999996,6.0,1.2679483999999999,1.2305069999999998,15.144646464646465,9.0,1.6,1.4,1.2,0.03744140000000007,-111.39819336000005,-4.0,3.0,5,3,1,0,1,1
2483,2021-03-06 13:00:00,2,37,43,1500.0,1677.7824707,6.0,0.8886640400000001,1.376546,10.15049150722775,2.2,0.6,1.4,0.4,-0.48788195999999995,6.0,0.34770732000000004,1.5557484000000001,11.174794372294372,2.6,0.6,1.4,0.6,-1.20804108,-177.78247069999998,0.0,3.0,5,3,2,1,2,1
8487,2021-03-06 14:00:00,5,127,125,1516.44616699,1546.19848633,3.0,1.3210583999999999,1.4840605999999998,8.824650238473769,7.6,1.2,1.8,1.4,-0.16300219999999999,2.0,0.5546756,1.7401874,15.188258421317244,4.4,0.4,1.4,0.6,-1.1855118,-29.752319339999985,1.0,3.0,5,3,1,0,1,1
6676,2021-03-06 14:30:00,4,91,100,1694.97387695,1787.13452148,6.0,1.7800015999999999,1.0936892,14.131710615280593,9.2,1.8,2.0,1.0,0.6863123999999998,7.0,1.4284064,0.6481028,11.322005772005772,7.8,2.0,0.0,2.6,0.7803036000000001,-92.16064453000013,-1.0,0.0,5,3,2,1,2,1
6672,2021-03-06 14:30:00,4,87,101,1500.0,1500.0,6.0,0.8546276,0.941203,9.666622613011112,5.6,1.0,1.6,0.4,-0.08657539999999997,5.0,1.7643072,1.5355394,7.75579640735188,7.6,1.8,1.6,1.0,0.22876779999999997,0.0,1.0,0.0,5,3,0,0,0,1
6673,2021-03-06 14:30:00,4,88,94,1500.0,1500.0,7.0,1.8156120000000002,0.8458019999999999,7.939734122837571,6.0,2.2,1.0,2.4,0.9698100000000003,7.0,1.4024857999999998,1.6067904,11.93864088969352,5.2,2.2,1.4,2.0,-0.20430460000000017,0.0,0.0,1.0,5,3,1,0,1,1
6674,2021-03-06 14:30:00,4,95,98,1705.15307617,1500.0,5.0,0.7079743999999998,1.3710654,16.83056573056573,3.8,0.8,1.2,1.4,-0.6630910000000002,6.0,2.02142,0.9540140000000001,8.963714757022768,8.6,2.4,0.6,3.0,1.0674059999999999,205.15307617000008,-1.0,0.0,5,3,0,1,0,3
6675,2021-03-06 14:30:00,4,97,93,1500.0,1615.60083008,7.0,0.9017064000000001,1.3509693999999999,12.058452257125026,3.6,0.4,2.0,0.2,-0.44926299999999975,6.0,0.767353,1.4471117999999998,20.89948509907942,2.6,0.8,1.6,0.8,-0.6797587999999999,-115.60083007999992,1.0,3.0,5,3,2,1,2,1
269,2021-03-06 15:00:00,1,15,2,1629.86962891,1705.0333252,2.0,0.8041693999999999,1.8852240000000002,15.579658264907795,4.6,0.4,1.6,0.6,-1.0810546000000003,4.0,0.9860412000000001,1.3441446,9.166708023159636,4.4,0.8,2.0,0.2,-0.35810339999999985,-75.16369628999996,-2.0,0.0,5,3,0,0,0,2
2481,2021-03-06 15:15:00,2,45,48,1566.10925293,1843.26062012,5.0,0.8010508,1.9225440000000003,13.733257872943227,2.8,1.0,2.0,0.8,-1.1214932000000002,7.0,1.2396981999999999,0.934318,8.04859231411863,5.8,1.6,0.4,2.4,0.3053801999999999,-277.1513671900002,-2.0,1.0,5,3,2,1,2,1
8488,2021-03-06 17:00:00,5,128,119,1612.12084961,1653.99499512,2.0,1.1310028,1.5462084,12.121886446886446,4.4,1.2,1.2,1.6,-0.41520559999999995,2.0,1.9755684000000002,1.2720568,6.357643935585112,13.0,1.6,1.6,1.2,0.7035116000000001,-41.87414551000006,0.0,1.0,5,3,2,0,2,0
2480,2021-03-06 17:30:00,2,29,31,1574.84313965,1638.62451172,6.0,0.6679376,2.3874728000000003,21.391754079254078,1.2,0.8,2.8,0.2,-1.7195352000000002,7.0,1.497312,1.2266692000000001,9.1495670995671,5.2,0.6,1.4,0.4,0.27064279999999985,-63.78137207000009,-1.0,3.0,5,3,2,0,1,0
266,2021-03-06 17:30:00,1,19,16,1721.99194336,1500.0,2.0,1.0736742,1.1935606,15.298039215686273,6.2,0.6,0.6,1.4,-0.11988640000000017,3.0,0.9275626000000001,1.8357984000000003,17.527824008400128,3.4,1.0,1.2,1.6,-0.9082358000000001,221.99194336000005,-1.0,3.0,5,3,1,0,0,0
6671,2021-03-06 17:30:00,4,84,86,1500.0,1500.0,7.0,1.9981340000000003,1.5463377999999999,10.185924916231821,8.6,2.8,1.4,2.0,0.4517962000000004,7.0,1.7522759999999997,0.8265803999999999,8.008651418021438,11.2,2.6,1.0,2.0,0.9256955999999998,0.0,0.0,3.0,5,3,2,1,4,2
8486,2021-03-06 19:45:00,5,115,123,1856.25354004,1752.99108887,4.0,2.1051290000000003,0.8653420000000001,12.95861697722567,8.6,1.8,0.4,2.0,1.2397870000000002,7.0,1.6500106000000003,1.482188,9.606424242424241,11.6,1.2,1.2,1.8,0.16782260000000027,103.26245116999985,-3.0,1.0,5,3,2,1,3,1
2482,2021-03-06 20:00:00,2,30,47,1670.38696289,1914.69348145,7.0,1.2286765999999998,1.2553078,11.191325396825397,3.2,0.8,0.8,1.8,-0.026631200000000188,7.0,2.1662019999999997,0.8766862000000002,8.733678571428573,12.0,2.8,0.8,2.6,1.2895157999999995,-244.3065185600001,0.0,0.0,5,3,0,0,0,2
267,2021-03-06 20:00:00,1,13,12,1681.25256348,1801.40612793,7.0,1.9695844,0.7991066,12.005696091348264,9.0,0.6,0.8,1.0,1.1704778,3.0,1.1438494000000001,1.624228,10.089769820971867,5.4,1.4,1.2,1.6,-0.4803785999999999,-120.15356444999998,4.0,0.0,5,3,0,1,1,2
8492,2021-03-07 11:30:00,5,112,113,1772.25354004,1587.78845215,3.0,1.4262183999999996,0.8998425999999998,8.588095238095239,8.4,1.2,1.0,1.4,0.5263757999999997,3.0,0.5266333999999999,1.4176141999999998,13.4459824929972,3.6,1.0,1.4,1.2,-0.8909807999999999,184.46508788999995,0.0,3.0,6,3,2,0,1,0
273,2021-03-07 12:00:00,1,11,8,1500.0,1500.0,2.0,1.0142682,1.4836016,19.958430166324902,3.8,0.4,0.8,1.0,-0.4693334,7.0,1.1088768000000002,1.5580864,13.269034886681945,4.6,1.2,2.0,0.8,-0.4492095999999999,0.0,-5.0,0.0,6,3,1,0,0,0
2487,2021-03-07 13:00:00,2,42,32,1500.0,1500.0,8.0,1.2903736,1.8537338,16.88369239456196,1.4,1.6,1.4,1.4,-0.5633602000000002,7.0,1.1856396,0.8639294,6.595689404721602,5.6,1.2,1.2,1.2,0.32171020000000006,0.0,1.0,0.0,6,3,0,1,3,4
270,2021-03-07 14:00:00,1,5,3,1906.39257812,1639.96740723,2.0,1.4907068,1.9287937999999998,9.940416666666668,9.6,0.8,2.0,0.6,-0.43808699999999967,2.0,1.268003,0.82763136,9.697619047619048,6.8,0.8,0.4,1.6,0.44037163999999995,266.4251708900001,0.0,1.0,6,3,0,0,0,1
8494,2021-03-07 14:00:00,5,111,121,1624.58068848,1500.0,3.0,1.0555648,1.2018828,7.856756066170701,7.6,1.6,1.2,1.6,-0.14631799999999995,3.0,1.8115631999999997,1.348387,9.753939393939394,7.8,1.4,1.4,1.4,0.4631761999999997,124.58068847999994,0.0,1.0,6,3,0,0,0,2
8490,2021-03-07 14:00:00,5,109,117,1613.69506836,1500.0,3.0,0.9478456,1.4201564000000002,12.744747162022705,4.8,1.0,1.4,0.6,-0.47231080000000025,2.0,1.3640794,1.8038060000000002,10.268285113579232,5.0,1.2,2.2,0.4,-0.4397266000000002,113.69506836000005,1.0,1.0,6,3,1,1,3,3
8489,2021-03-07 14:00:00,5,114,110,1468.58398438,1591.0324707,3.0,0.6670018,3.155576,13.223015873015873,4.2,0.4,3.2,0.0,-2.4885742,14.0,1.5958738000000001,1.2316134,8.479509440757319,6.4,1.4,1.2,1.4,0.36426040000000004,-122.44848632000003,-11.0,1.0,6,3,2,1,4,2
6678,2021-03-07 14:30:00,4,90,96,1500.0,1500.0,8.0,0.9029351999999999,1.4662022000000001,17.41823602484472,5.0,1.2,2.0,1.2,-0.5632670000000002,8.0,0.832162,1.3361737999999999,16.673238562091502,3.8,1.4,1.4,1.6,-0.5040117999999999,0.0,0.0,1.0,6,3,1,0,1,1
2485,2021-03-07 15:15:00,2,46,44,1500.0,1903.04370117,6.0,1.2460532,1.1794706,7.914195893506237,7.8,1.4,1.2,1.6,0.06658260000000005,5.0,1.912173,0.6405812,9.380533719154409,10.2,1.6,0.4,2.6,1.2715918,-403.0437011700001,1.0,0.0,6,3,1,0,1,1
271,2021-03-07 16:30:00,1,20,17,1500.0,1500.0,4.0,1.9611167999999999,0.8098144000000002,11.054520409182349,11.6,2.6,0.6,3.0,1.1513023999999996,3.0,0.9621462000000001,0.9520358000000002,9.19125264140744,7.4,1.4,1.0,1.4,0.010110399999999853,0.0,1.0,1.0,6,3,0,0,0,2
6677,2021-03-07 17:00:00,4,89,92,1500.0,1675.81420898,8.0,0.7904768,2.1097960000000002,13.647253206545775,5.2,1.0,3.4,0.2,-1.3193192000000002,7.0,1.2045780000000001,1.098985,15.56310604096448,4.4,0.6,0.6,1.2,0.10559300000000005,-175.8142089800001,1.0,0.0,6,3,1,0,0,0
8493,2021-03-07 17:00:00,5,116,120,1618.18884277,1562.50634766,3.0,1.072083,1.0510284,9.085814232064232,4.0,0.8,1.2,1.0,0.021054599999999812,3.0,0.9279812,0.9153435999999999,10.80983444273767,3.2,0.6,0.6,1.2,0.012637600000000027,55.68249510999999,0.0,0.0,6,3,1,1,2,2
2486,2021-03-07 17:30:00,2,38,40,1500.0,1718.71166992,5.0,2.143528,0.6284702000000001,8.805054945054945,7.6,2.2,0.6,2.2,1.5150577999999997,8.0,1.1446770000000002,1.4364704000000001,11.947689684569479,3.0,1.2,1.0,1.2,-0.2917934,-218.71166992000008,-3.0,0.0,6,3,2,0,1,0
272,2021-03-07 19:15:00,1,9,1,1835.76245117,1697.18359375,3.0,1.4067912,1.2056096,13.281527883880823,6.0,1.6,1.0,1.8,0.20118159999999996,3.0,0.40523835999999996,1.7183800000000002,21.652195245770564,3.6,0.4,1.2,1.0,-1.3131416400000002,138.57885742000008,0.0,1.0,6,3,2,1,4,1
8491,2021-03-07 19:45:00,5,118,122,1742.30895996,1602.8449707,4.0,1.7331988000000003,1.7391358000000001,13.645128205128206,5.4,1.8,1.8,1.4,-0.005936999999999859,4.0,1.1587784000000003,1.3516654000000001,12.570516934046347,5.2,1.4,0.6,1.6,-0.1928869999999998,139.46398926000006,0.0,3.0,6,3,2,1,3,1
2484,2021-03-07 20:00:00,2,34,33,1500.0,1692.88061523,9.0,1.6605212000000003,1.0134709000000002,10.103628515733778,6.8,1.6,1.0,1.2,0.6470503000000001,7.0,0.9454233999999999,1.3099488000000004,11.358713920350748,2.0,1.4,1.6,1.0,-0.36452540000000044,-192.8806152300001,2.0,0.0,6,3,2,1,2,1
274,2021-03-08 18:00:00,1,14,10,1878.41516113,1780.25878906,3.0,1.606404,0.43176499999999995,8.497495837495839,8.0,1.2,0.4,2.2,1.174639,4.0,1.2407650000000001,1.4019226,16.637325637325638,3.4,1.0,1.0,1.8,-0.1611575999999999,98.15637206999986,-1.0,0.0,0,3,2,0,2,0
8495,2021-03-08 19:45:00,5,124,126,1883.52624512,1830.00097656,4.0,2.8335239999999997,0.6276242000000001,20.22804259634888,10.8,2.6,0.4,3.0,2.2058997999999996,5.0,2.1834692,0.9375481999999999,8.132007651935057,11.2,3.0,1.2,2.6,1.2459210000000003,53.525268560000086,-1.0,1.0,0,3,2,0,1,0
2488,2021-03-08 20:00:00,2,36,35,1500.0,1608.5847168,8.0,1.6858988,0.8805341999999998,9.18559420289855,5.6,1.4,0.8,2.4,0.8053646000000001,9.0,0.6619228,1.38845184,11.423119237084753,4.0,0.4,2.0,0.8,-0.7265290400000001,-108.58471680000002,-1.0,3.0,0,3,2,1,3,2
275,2021-03-08 20:00:00,1,7,6,1783.97839355,1701.06433105,9.0,1.6165818,0.9615852,18.372619047619047,2.8,1.8,0.8,2.0,0.6549966,9.0,1.7492640000000002,1.1649064,7.131109050737789,7.2,1.4,1.2,1.2,0.5843576000000001,82.9140625,0.0,3.0,0,3,2,0,2,0
276,2021-03-10 18:00:00,1,20,2,1500.0,1714.93103027,3.0,1.7238008,1.1479364,10.77561222059674,10.8,2.0,1.0,2.4,0.5758643999999999,4.0,1.1739232,1.343665,10.039784946236558,3.8,0.8,1.4,0.8,-0.16974180000000016,-214.93103027000006,-1.0,3.0,2,3,2,1,5,2
6679,2021-03-10 19:30:00,4,89,96,1500.0,1500.0,3.0,0.767415,1.8955480000000002,15.925694764987332,5.2,0.8,2.4,0.4,-1.1281330000000003,3.0,0.795052,1.2373718,18.571277777777777,4.0,0.8,1.4,1.2,-0.44231980000000004,0.0,0.0,0.0,2,3,0,0,0,2
2489,2021-03-10 20:00:00,2,46,34,1500.0,1500.0,3.0,1.3967472,1.2124406,8.499452303762649,9.0,1.2,1.0,1.6,0.1843066,3.0,1.8617139999999999,0.7982229000000001,10.493238905344167,6.2,1.8,0.8,1.8,1.0634910999999998,0.0,0.0,1.0,2,3,2,1,2,1
4724,2021-03-10 20:00:00,3,73,62,1619.97033691,1583.4083252,7.0,0.61734498,1.3407634000000002,13.094733893557422,2.6,1.0,1.2,1.2,-0.7234184200000001,7.0,0.8221832000000001,1.5820149999999997,8.742127961109052,4.4,0.4,1.4,0.2,-0.7598317999999996,36.56201170999998,0.0,0.0,2,3,2,0,1,0
8497,2021-03-12 14:00:00,5,123,114,1744.9552002,1481.67175293,5.0,1.3471167999999998,1.535962,9.921554677206851,12.0,0.8,1.6,1.2,-0.18884520000000027,5.0,1.090766,2.89634,13.118686868686869,4.2,1.2,2.8,0.6,-1.805574,263.2834472700001,0.0,3.0,4,3,2,1,3,2
6680,2021-03-12 19:30:00,4,93,87,1608.99023438,1500.0,6.0,0.8734368,1.5996238,19.373281890523266,2.8,0.8,1.4,0.8,-0.726187,6.0,0.8473326,1.0765699999999998,10.770622613011113,5.6,0.8,1.6,0.2,-0.2292373999999998,108.99023437999995,0.0,1.0,4,3,2,1,3,1
8496,2021-03-12 19:45:00,5,126,127,1822.93286133,1514.95080566,4.0,1.9073490000000004,0.41362240000000006,8.774297000106758,10.0,2.4,0.8,2.4,1.4937266000000005,6.0,1.3270024,1.353183,8.022745476569005,6.8,1.0,1.8,1.0,-0.0261806,307.9820556699999,-2.0,1.0,4,3,2,1,3,1
2490,2021-03-12 20:00:00,2,40,39,1712.76806641,1703.82397461,5.0,0.8771148,2.1729784000000003,13.948414322250638,2.4,0.8,0.8,1.0,-1.2958636000000003,7.0,0.79935028,1.1282528,11.714531784005468,4.6,1.0,1.4,1.4,-0.3289025200000001,8.944091800000024,-2.0,0.0,4,3,2,0,1,0
4725,2021-03-12 20:00:00,3,66,71,1593.41027832,1748.20874023,9.0,0.5541258,1.6000392,10.123005982388921,3.4,0.8,0.8,1.2,-1.0459134,9.0,2.3078657999999996,1.0813713999999999,10.921184846173404,9.8,1.8,1.0,2.0,1.2264943999999998,-154.79846191000001,0.0,0.0,4,3,1,0,1,1
277,2021-03-12 20:00:00,1,8,19,1500.0,1722.37634277,5.0,0.8182822000000002,1.6892299999999998,13.040463458110517,4.0,1.0,1.6,1.0,-0.8709477999999996,6.0,1.0253686,1.4878048,12.994039215686275,5.4,0.4,0.6,1.0,-0.46243619999999996,-222.37634277000006,-1.0,0.0,4,3,1,0,1,1
4726,2021-03-13 12:00:00,3,60,75,1560.15393066,1529.43566895,9.0,1.0905296,1.2499822000000003,14.283480965258997,3.4,0.8,1.6,1.0,-0.15945260000000028,9.0,1.1268692,0.862129,10.714728693139488,3.6,1.4,1.2,1.4,0.2647402,30.71826170999998,0.0,1.0,5,3,0,0,0,1
281,2021-03-13 12:30:00,1,6,14,1696.08984375,1887.828125,4.0,1.4896679999999998,1.5659628,7.03901418907771,8.0,1.0,1.6,0.6,-0.07629480000000033,4.0,1.792564,0.3613074,8.19392440892441,7.4,1.2,0.2,2.2,1.4312566,-191.73828125,0.0,0.0,5,3,1,0,0,0
2491,2021-03-13 13:00:00,2,35,29,1602.98522949,1582.15356445,4.0,0.7812880000000001,1.6861408400000002,13.457643046608563,3.8,0.8,2.6,0.6,-0.9048528400000001,6.0,0.8204654,2.348448800000001,22.269531857031858,1.0,0.6,2.0,0.8,-1.5279834000000008,20.83166503999996,-2.0,0.0,5,3,1,0,1,1
8500,2021-03-13 14:00:00,5,119,111,1640.92456055,1616.16418457,6.0,1.7854158000000002,1.4409674,5.867871208312385,12.4,1.4,1.8,1.0,0.3444484000000003,6.0,1.214972,0.9632527999999999,7.953857515446063,7.4,1.6,1.2,1.6,0.25171920000000003,24.760375979999935,0.0,3.0,5,3,2,1,3,2
6684,2021-03-13 14:30:00,4,96,84,1500.0,1500.0,2.0,0.9954820000000002,1.6421602,19.899277777777776,3.2,1.0,1.2,1.6,-0.6466781999999998,6.0,2.148064,1.3162696,9.340277857408292,11.0,2.8,1.6,2.0,0.8317944000000002,0.0,-4.0,1.0,5,3,0,1,1,3
6685,2021-03-13 14:30:00,4,100,85,1775.78967285,1500.0,7.0,1.3924864,0.7091184,10.64978354978355,8.0,1.6,0.4,2.0,0.6833679999999999,7.0,0.670156,2.085693,10.765190948385456,4.0,0.2,2.4,0.4,-1.415537,275.78967285,0.0,3.0,5,3,2,1,5,0
6683,2021-03-13 14:30:00,4,92,90,1672.21765137,1500.0,5.0,1.3648230000000001,1.0255644,14.629772707631147,4.6,0.4,0.4,1.2,0.3392586000000002,6.0,0.9022892,1.5178618000000001,17.081393919581565,5.4,0.8,2.0,0.8,-0.6155726000000001,172.2176513700001,-1.0,3.0,5,3,2,1,2,1
6682,2021-03-13 14:30:00,4,99,95,1500.0,1694.24304199,7.0,1.2903366000000003,1.0079977999999998,11.00712814855672,8.4,1.0,0.8,1.6,0.28233880000000044,7.0,0.6106381999999998,1.3645694000000002,18.194301994301995,3.4,0.8,1.2,1.4,-0.7539312000000004,-194.24304198999994,0.0,3.0,5,3,2,0,1,0
278,2021-03-13 15:00:00,1,1,11,1692.45910645,1500.0,5.0,0.44305936,1.6371600000000002,17.013733707309022,3.0,0.6,1.6,1.0,-1.1941006400000003,6.0,1.167537,1.188523,17.065948963317386,5.8,0.4,0.4,1.2,-0.02098599999999995,192.45910645000004,-1.0,3.0,5,3,2,0,1,0
2494,2021-03-13 15:15:00,2,44,45,1903.56311035,1578.61010742,6.0,1.581153,0.853027,10.605361305361306,9.6,1.4,0.4,2.2,0.728126,7.0,0.7766348,1.8130988,14.937148033126295,2.8,1.0,1.8,1.2,-1.036464,324.9530029299999,-1.0,1.0,5,3,2,1,2,1
4727,2021-03-13 16:00:00,3,73,70,1627.05078125,1540.81262207,2.0,0.68401278,1.0790758,12.81771526001705,3.6,1.2,1.2,1.6,-0.39506302000000004,9.0,1.1153853,1.5287783999999998,22.405925925925928,5.8,1.4,1.4,1.4,-0.41339309999999974,86.23815917999991,-7.0,3.0,5,3,2,1,3,1
8498,2021-03-13 17:00:00,5,125,109,1544.94226074,1608.76806641,7.0,0.4287856,1.7364074000000003,15.910985694044518,4.0,0.4,1.4,0.6,-1.3076218000000002,6.0,1.0904356,1.4573984,11.914431372549021,5.0,1.6,1.6,0.8,-0.36696280000000003,-63.825805670000136,1.0,3.0,5,3,0,1,1,4
279,2021-03-13 17:30:00,1,10,18,1775.6217041,1721.14709473,4.0,1.2321014,1.4062006,17.648514448514447,3.2,1.0,1.0,1.8,-0.17409920000000012,7.0,0.943291,1.6899162,15.455436720142604,5.4,0.6,1.4,0.8,-0.7466252000000001,54.47460937000005,-3.0,1.0,5,3,0,1,1,2
6681,2021-03-13 17:30:00,4,86,97,1500.0,1500.0,7.0,1.5124518,1.3045065999999998,10.664507273877293,9.4,2.4,1.6,1.4,0.20794520000000016,7.0,1.3624782,1.1615389999999999,9.935143986448335,4.6,0.6,1.6,0.8,0.2009392000000001,0.0,0.0,3.0,5,3,2,0,2,0
2493,2021-03-13 17:30:00,2,30,37,1664.09973145,1500.0,6.0,1.1029414,1.1301697999999998,12.701913632119513,3.8,0.8,1.0,1.8,-0.02722839999999982,7.0,0.8022640400000001,1.3342192000000002,9.955339992076235,2.0,0.8,1.0,1.0,-0.5319551600000001,164.09973145000004,-1.0,0.0,5,3,1,0,0,0
8499,2021-03-13 19:45:00,5,113,128,1583.25183105,1622.4395752,6.0,0.3530714,1.2216321999999997,13.1899824929972,3.2,0.6,1.4,0.6,-0.8685607999999998,7.0,1.0324748,1.670333,15.340934065934068,5.0,1.2,1.2,1.6,-0.6378582000000002,-39.18774415000007,-1.0,0.0,5,3,1,0,1,1
2492,2021-03-13 20:00:00,2,43,46,1668.31005859,1500.0,7.0,0.50015012,1.4125124,7.9972943722943715,4.0,0.8,1.2,0.6,-0.91236228,3.0,1.5185628000000002,1.187322,10.972785637095981,8.8,1.2,1.0,1.6,0.3312408000000002,168.31005858999993,4.0,0.0,5,3,1,0,0,0
280,2021-03-13 20:00:00,1,3,20,1657.1418457,1500.0,6.0,1.031927,0.90516916,11.461932773109243,5.4,0.6,0.4,1.6,0.12675784,3.0,2.0983708,1.2597304,12.886984769616351,11.0,2.4,1.2,2.4,0.8386404000000001,157.14184569999998,3.0,0.0,5,3,0,1,0,3
8502,2021-03-14 11:30:00,5,122,116,1601.72314453,1620.19458008,6.0,1.0226274,1.439149,11.66959100812042,5.6,1.0,1.2,1.0,-0.41652160000000005,6.0,0.837413,1.0571844000000001,10.190359686609687,4.0,1.0,1.4,1.0,-0.21977140000000017,-18.471435550000024,0.0,3.0,6,3,2,1,3,1
285,2021-03-14 12:00:00,1,2,13,1717.67297363,1681.26708984,3.0,1.3243251999999999,1.745949,11.413283911039871,3.6,1.0,2.0,0.8,-0.4216238000000001,7.0,1.8825724000000001,0.7876726000000001,8.545279424681599,11.0,0.6,1.2,0.4,1.0948998,36.40588378999996,-4.0,3.0,6,3,0,1,1,2
4732,2021-03-14 12:00:00,3,69,72,1484.85131836,1597.39501953,10.0,1.2079282,0.9297276,13.235507754894485,5.6,1.4,0.6,2.0,0.2782006,10.0,2.2399791999999996,1.8145574,16.067179969153653,3.4,1.8,1.0,2.2,0.42542179999999963,-112.54370116999985,0.0,3.0,6,3,1,0,1,1
6686,2021-03-14 12:30:00,4,101,89,1500.0,1500.0,7.0,1.856841,1.3066901999999998,8.953255572506146,8.0,2.0,1.4,1.6,0.5501508000000002,3.0,1.0759105999999998,1.923308,15.939918902918368,7.0,0.6,2.2,0.4,-0.8473974000000002,0.0,4.0,3.0,6,3,0,1,1,2
2495,2021-03-14 13:00:00,2,32,34,1500.0,1500.0,7.0,1.248912,1.4263254,7.123208201714084,5.2,2.0,1.8,1.6,-0.17741340000000005,3.0,1.7326050000000002,0.9377041,11.20692650598829,5.4,1.8,1.0,1.6,0.7949009000000001,0.0,4.0,3.0,6,3,1,0,0,0
8505,2021-03-14 14:00:00,5,110,124,1581.07775879,1893.72741699,7.0,1.7006358000000001,1.4315394,8.651700764450311,7.0,1.4,1.6,1.2,0.26909640000000024,5.0,2.3735361999999998,0.654572,19.57902298850575,9.6,2.4,0.4,3.0,1.7189641999999998,-312.6496582,2.0,0.0,6,3,0,1,1,2
8504,2021-03-14 14:00:00,5,117,112,1500.0,1794.66687012,7.0,1.7401710000000001,1.7646760000000001,10.059563004045764,4.4,1.8,2.2,0.6,-0.024505,7.0,1.5182953999999997,0.8948075999999998,8.50957671957672,9.6,1.4,0.6,2.0,0.6234877999999999,-294.6668701200001,0.0,0.0,6,3,2,0,2,0
4728,2021-03-14 14:00:00,3,59,57,1451.50195312,1554.0300293,10.0,0.7272924,2.4990859999999997,13.835831629949277,2.6,0.8,3.0,0.0,-1.7717935999999996,10.0,1.0238213999999999,1.1873946,9.546436781609197,3.2,0.4,1.4,0.2,-0.16357320000000009,-102.52807617999997,0.0,0.0,6,3,0,1,1,3
4734,2021-03-14 14:00:00,3,62,64,1577.86914062,1576.47119141,3.0,0.8315170000000001,1.5142508,8.301004078605859,4.8,0.4,1.6,0.0,-0.6827337999999998,10.0,0.9548762,0.9967328,11.88052503052503,5.4,0.8,1.0,1.6,-0.04185660000000002,1.3979492099999788,-7.0,1.0,6,3,2,0,1,0
283,2021-03-14 14:00:00,1,12,15,1812.94824219,1625.75024414,7.0,1.225005,1.5041579999999999,10.095652173913043,4.8,1.8,1.4,2.0,-0.279153,7.0,0.8611914,2.031708,13.199148519780357,4.8,0.2,1.6,0.6,-1.1705166,187.19799805000002,0.0,3.0,6,3,2,1,5,0
4729,2021-03-14 14:00:00,3,68,74,1561.43493652,1581.58862305,10.0,1.7193740000000002,1.1124608,10.684432234432233,4.4,1.6,1.2,1.8,0.6069132000000002,10.0,1.1512280000000001,1.0106815999999998,10.52387683440315,3.0,1.0,1.2,1.2,0.1405464000000003,-20.15368652999996,0.0,0.0,6,3,1,1,2,2
4730,2021-03-14 14:00:00,3,63,67,1490.74414062,1547.62011719,10.0,0.9953172,1.113049,14.69080170232344,3.0,1.2,1.8,1.0,-0.11773179999999994,10.0,1.2949959999999998,1.5371036,11.368415477819035,6.0,1.6,1.8,1.2,-0.2421076000000002,-56.87597656999992,0.0,1.0,6,3,1,0,1,1
6687,2021-03-14 14:30:00,4,98,88,1500.0,1500.0,8.0,2.0783820000000004,0.8123364000000001,8.812952229789653,10.4,2.8,0.6,3.0,1.2660456000000004,8.0,1.771982,1.0005498,7.819128062231511,5.4,1.8,1.0,2.0,0.7714322,0.0,0.0,1.0,6,3,1,0,1,1
2497,2021-03-14 15:15:00,2,33,38,1698.1607666,1500.0,6.0,1.1716314,1.4983604000000001,10.257188865884519,2.6,1.6,2.0,0.8,-0.32672900000000005,6.0,2.900524,0.6192210000000001,8.852847152847152,8.0,2.2,0.4,2.6,2.281303,198.1607666,0.0,0.0,6,3,2,0,1,0
